"Year","Month","UPW.1","UPW.2","UPW.3","UPW.4","UPW.5"
2003,1,NA,NA,NA,NA,NA
2003,2,NA,NA,NA,NA,NA
2003,3,NA,NA,NA,NA,NA
2003,4,NA,NA,NA,NA,NA
2003,5,NA,NA,NA,NA,NA
2003,6,NA,NA,NA,NA,NA
2003,7,NA,NA,NA,NA,NA
2003,8,0.937527925540241,1.16033201392104,1.49267791829458,1.28682758021012,1.53627008391965
2003,9,0.566613357619374,0.95850108427242,0.885305043469128,0.541675564570305,1.74178768655528
2003,10,0.0205861591157444,-0.0807600872547027,0.147023231399302,0.436991959636266,0.525450427177176
2003,11,-0.104884007897105,0.0859722982194384,0.377481471294761,0.0781716110633894,0.102929913646587
2003,12,0.29213530034141,0.312403907460617,0.145283238243184,-0.101842031980816,-0.0612892434616725
2004,1,0.143687401299065,0.183388508329941,0.318471867640294,0.0388305183351925,0.334929142795634
2004,2,-0.135169697151419,-0.0128106691304204,-0.00787091270608542,-0.10267085274975,-0.178297225184604
2004,3,-0.216084189921702,0.00425273012523775,-0.0150774183727442,-0.126611608931409,-0.0846240718883067
2004,4,-0.03772960176655,0.234273420335995,0.0855236970723467,0.00301355196040376,0.0187167101643446
2004,5,0.0516798928759812,0.140908271708387,-0.2472343091307,-0.290427308389784,0.793787528974285
2004,6,-0.413531986162287,-0.35292802216577,-0.0856004312004863,0.353406276730549,0.831964900643872
2004,7,0.129939390240292,1.34698342858291,1.76489312153942,1.38825397967211,1.76688435220311
2004,8,1.07885629841636,1.66614449233482,1.72420333561144,1.77792984580081,1.8608969486121
2004,9,1.00069129982144,1.96827168405792,1.68077279008143,0.746138097655098,0.919558465888272
2004,10,-0.303286780133316,-0.034813291289197,-0.00764487643125378,0.137875622131407,0.548253997199545
2004,11,-0.346568287690641,-0.272568412449051,-0.058051358517087,-0.338569403099488,-0.156362828553302
2004,12,-0.138760208612375,-0.0293983068810917,0.0397782097544663,-0.161865052222332,0.0913327026108064
2005,1,-0.271154600212654,-0.0339069934118363,-0.0970991185232464,-0.301507116130342,-0.0500200257138843
2005,2,-0.557235584128815,-0.299137966973444,-0.1334005795708,-0.488932789083574,-0.352062628923207
2005,3,-0.529332294586716,-0.412628381046247,-0.363388536069429,-0.457240381646663,-0.204420127078333
2005,4,-0.311251776058594,-0.123100852220443,-0.0359452494530501,-0.0504378058836004,0.185289238133077
2005,5,-0.0228619520942459,0.406078772111371,0.553267421041216,0.573015522239483,0.686015664963495
2005,6,-0.399271627744973,-0.120561284591229,0.477564122650648,0.896977347181952,1.18951389789581
2005,7,0.803694240117476,1.20747775742502,1.13240722815196,0.994117213753654,1.7338456415247
2005,8,0.937475732688245,0.888903020083745,0.843813362175009,0.919605540636901,1.1517775328263
2005,9,0.391492099097949,0.638281541668199,0.443447734275935,0.32341869457348,0.955013997172795
2005,10,0.671563890245224,0.162761151806571,0.325347965279807,0.302918968734694,0.762343028765603
2005,11,-0.168863338662099,0.0834532295607033,0.208867698574657,0.0397739592135053,0.40187063995673
2005,12,-0.358731951595338,-0.3186004617816,-0.0898244699030002,-0.0121987209497192,-0.0705298223757076
2006,1,-0.202540231444964,-0.0319315014115311,-0.10283049535682,-0.276398752688316,-0.345993975743557
2006,2,-0.0932598100306521,-0.00267747016179953,-0.0211586745896852,-0.168704269389917,-0.130044942431979
2006,3,-0.215169109374639,-0.128011000683031,-0.10265357333245,-0.301948932686237,-0.282083003207891
2006,4,-0.115450882887863,0.193541122134626,0.205157583368923,0.113182258784047,0.305266323627279
2006,5,0.143967916773398,0.403610679338563,0.383822423638811,0.243512773513793,0.584590864032041
2006,6,0.0535971700099473,-0.288557988437102,-0.12176717794096,0.349659143976805,0.700716175135415
2006,7,0.654395049498962,0.453063261866394,0.675216305640436,1.05894077421993,1.73415038845832
2006,8,0.593548729845036,0.742173732517315,1.16520290134012,0.982474234931772,1.07835536532932
2006,9,0.488673108583921,0.798581367395752,0.551219263682796,0.114500153859456,0.448124893027618
2006,10,-0.00935990104960993,-0.150200418786053,0.0430550835199881,-0.0504027276226502,0.474555384075348
2006,11,-0.358168465750559,-0.334968398060212,-0.215026076215068,0.0594696574205535,0.315827448375941
2006,12,-0.0182596961393777,-0.00241055889289754,0.154043129630072,-0.0393333143384993,-0.0338627037594783
2007,1,-0.261231738641275,-0.0567790648065873,0.160117272027907,0.082017547731958,0.0606558184438555
2007,2,-0.0322323729950327,0.0874937104015814,0.0640445073445655,-0.095959162989562,-0.0351859701323534
2007,3,-0.306045653655257,-0.240708835986482,-0.207042976187058,-0.287611473854579,-0.293858077590063
2007,4,-0.478254207544531,-0.267046222232636,-0.0912868125996802,-0.162811206786103,0.0317573689670034
2007,5,-0.340290723928518,0.0187726546978126,0.0958844920735302,0.102724321264969,0.500035588227842
2007,6,-0.978118275274344,-0.54247864941118,0.13936363104618,-0.254686516142051,0.537655962631796
2007,7,-0.193006538728735,-0.0863029834667692,0.0677490713276399,0.484339967442022,1.82178979349836
2007,8,0.338587544339916,0.704013264161087,0.833296910866924,0.784763627474295,0.761904692163274
2007,9,0.181565624294858,-0.0781685188112391,0.0587753311971611,0.05995294535143,0.637246667030837
2007,10,-0.172882258184924,-0.0499889510479079,0.168717996890727,0.162588612169756,0.340745530876458
2007,11,-0.217579503904091,-0.193331750387909,-0.0787291254691382,-0.104196402133535,0.104751881016728
2007,12,-0.308801540036931,-0.231571824210029,-0.125147260991177,-0.169900636863446,-0.021518195193746
2008,1,-0.292625233410554,-0.0788711597641765,0.0559008502220912,-0.324081475193946,-0.295760892748945
2008,2,-0.488798055981203,-0.477724436351231,-0.500128809611002,-0.470817427454946,-0.409404614083368
2008,3,-0.492606601643651,-0.259953157599256,-0.229771289372003,-0.378273001440068,-0.12193655516921
2008,4,-0.430085384976735,-0.0982466588137072,-0.285539003763613,-0.233244323665467,0.0090002450076021
2008,5,0.0658929270457449,0.34538144331712,0.375142803019529,0.320976369477069,0.894555410680898
2008,6,-0.828265201249025,0.286865066929511,0.123900865054299,0.511956137053822,1.00429765726485
2008,7,0.0391918650058223,0.586019821125049,0.785549445585772,0.459604935822661,1.24590146549984
2008,8,0.735129988673844,0.997957338936889,0.863975739037549,0.901728377221573,1.22855175392968
2008,9,NA,NA,NA,NA,NA
2008,10,-0.146238477012986,-0.103743836303796,0.074128925760963,0.0456590189098627,0.436461248887859
2008,11,-0.193848055813152,-0.285095304366774,-0.180108153693372,-0.024131434694123,0.0959534055639928
2008,12,0.0651949630555748,0.33056450847641,0.400113296879688,0.335663510929134,0.536508814983268
2009,1,0.263661641420068,0.396387921710168,0.520773435266758,0.406408082245683,0.149713986108626
2009,2,-0.117094997703454,0.0809828394935259,0.0382377042200126,-0.0945191318217944,0.371247966826854
2009,3,-0.509646397435517,-0.387081220351067,-0.257011012162195,-0.282007099665687,-0.201691342699547
2009,4,-0.332992772663683,-0.240260160623219,-0.264695149279248,-0.227675539987128,0.0282117571692879
2009,5,-0.307916943232218,-0.1165983915329,0.0555043530045864,0.301805998496857,0.638862159043633
2009,6,-0.0325037900756726,0.0443695366900911,0.214200541275702,0.664102494881025,1.46148055334378
2009,7,0.160344175560766,0.460065708792403,0.649210366807992,0.525092745876673,1.31699235013553
2009,8,0.142010714499975,0.79474244324819,0.740796864849969,0.551378014722626,1.08768766082625
2009,9,0.646806488866392,1.06845092067848,1.232630755416,0.899126947458981,1.50534319266295
